Source	RelationType	Target	DepType
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6102	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_478	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6103	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_478	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6104	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_478	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6105	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_478	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6106	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_478	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6107	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_478	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6108	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_478	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6109	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_478	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6110	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_478	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6111	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_478	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6112	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_478	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6113	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_478	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6114	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_478	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_478	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_478	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6118	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6115	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6118	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6116	AuxY
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6118	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6117	SBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_479	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6118	PRED
urn:cite2:gagdt:sentences.v1:Aesch_Ag_479	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6119	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6115	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_479	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6116	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_479	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6117	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_479	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6118	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_479	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6119	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_479	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_479	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_479	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6121	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6120	PRED
urn:cite2:gagdt:sentences.v1:Aesch_Ag_480	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6121	COORD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6120	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6122	SBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6122	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6123	AuxP
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6123	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6124	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6120	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6125	OBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_480	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6126	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6120	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_480	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6121	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_480	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6122	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_480	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6123	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_480	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6124	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_480	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6125	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_480	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6126	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_480	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_480	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_480	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6128	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6127	AuxZ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_481	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6128	PRED
urn:cite2:gagdt:sentences.v1:Aesch_Ag_481	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6129	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6127	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_481	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6128	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_481	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6129	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_481	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_481	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_481	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6136	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6130	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6136	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6131	AuxY
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6136	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6132	AuxP
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6132	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6133	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6135	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6134	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6136	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6135	OBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_482	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6136	PRED
urn:cite2:gagdt:sentences.v1:Aesch_Ag_482	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6137	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6130	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_482	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6131	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_482	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6132	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_482	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6133	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_482	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6134	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_482	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6135	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_482	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6136	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_482	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6137	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_482	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_482	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_482	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6139	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6138	AuxY
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6146	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6139	ExD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6139	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6140	AuxX
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6142	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6141	AuxY
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6146	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6142	ExD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6142	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6143	AuxX
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6146	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6144	SBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6144	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6145	ATR
urn:cite2:gagdt:sentences.v1:Aesch_Ag_483	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6146	PRED
urn:cite2:gagdt:sentences.v1:Aesch_Ag_483	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6147	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6138	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_483	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6139	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_483	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6140	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_483	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6141	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_483	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6142	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_483	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6143	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_483	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6144	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_483	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6145	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_483	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6146	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_483	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6147	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_483	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_483	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_483	none
urn:cite2:gagdt:artificial.v1:Aesch_Ag_138	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6148	AuxY
urn:cite2:gagdt:artificial.v1:Aesch_Ag_138	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6149	SBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6149	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6150	ATR
urn:cite2:gagdt:artificial.v1:Aesch_Ag_138	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6151	AuxY
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6149	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6152	ATR
urn:cite2:gagdt:sentences.v1:Aesch_Ag_484	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6153	AuxK
urn:cite2:gagdt:sentences.v1:Aesch_Ag_484	syntGoverns	urn:cite2:gagdt:artificial.v1:Aesch_Ag_138	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6148	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_484	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6149	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_484	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6150	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_484	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6151	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_484	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6152	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_484	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6153	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_484	none
urn:cite2:gagdt:artificial.v1:Aesch_Ag_138	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_484	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_484	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_484	none
urn:cite2:gagdt:artificial.v1:Aesch_Ag_139	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6154	AuxY
urn:cite2:gagdt:artificial.v1:Aesch_Ag_139	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6155	PNOM
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6157	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6156	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6158	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6157	SBJ
urn:cite2:gagdt:artificial.v1:Aesch_Ag_139	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6158	APOS
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6160	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6159	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6158	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6160	SBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6160	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6161	ATR
urn:cite2:gagdt:sentences.v1:Aesch_Ag_485	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6162	AuxK
urn:cite2:gagdt:sentences.v1:Aesch_Ag_485	syntGoverns	urn:cite2:gagdt:artificial.v1:Aesch_Ag_139	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6154	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_485	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6155	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_485	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6156	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_485	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6157	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_485	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6158	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_485	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6159	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_485	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6160	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_485	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6161	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_485	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6162	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_485	none
urn:cite2:gagdt:artificial.v1:Aesch_Ag_139	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_485	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_485	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_485	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6167	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6163	SBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_486	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6164	COORD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6163	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6165	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6167	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6166	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6164	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6167	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6167	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6168	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6168	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6169	ATR
urn:cite2:gagdt:sentences.v1:Aesch_Ag_486	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6170	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6163	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_486	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6164	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_486	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6165	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_486	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6166	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_486	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6167	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_486	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6168	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_486	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6169	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_486	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6170	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_486	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_486	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_486	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6172	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6171	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6176	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6172	SBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6172	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6173	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6176	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6174	OBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_487	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6175	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6175	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6176	OBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_487	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6177	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6171	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_487	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6172	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_487	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6173	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_487	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6174	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_487	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6175	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_487	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6176	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_487	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6177	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_487	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_487	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_487	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6180	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6178	AuxZ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6180	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6179	OBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_488	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6180	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6180	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6181	SBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_488	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6182	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6178	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_488	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6179	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_488	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6180	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_488	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6181	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_488	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6182	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_488	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_488	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_488	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6186	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6183	AuxP
urn:cite2:gagdt:sentences.v1:Aesch_Ag_489	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6184	COORD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6183	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6185	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6184	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6186	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6188	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6187	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6186	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6188	SBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6193	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6189	AuxX
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6193	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6190	SBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6192	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6191	ATV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6190	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6192	ATV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6188	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6193	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6196	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6194	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6194	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6195	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6193	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6196	OBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_489	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6197	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6183	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_489	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6184	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_489	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6185	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_489	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6186	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_489	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6187	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_489	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6188	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_489	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6189	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_489	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6190	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_489	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6191	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_489	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6192	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_489	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6193	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_489	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6194	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_489	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6195	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_489	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6196	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_489	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6197	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_489	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_489	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_489	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6201	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6198	PNOM
